isic_code,isic_description,section_code,section_description,division_code,division_description,group_code,group_description,class_code,class_description,primary_method_1,primary_method_2,supporting_method_1,supporting_method_2,sensitivity_method,valuation_rationale,us_stocks,br_stocks
9200,Gambling and betting activities,,,92,Gambling and betting activities,920,Gambling and betting activities,9200,Gambling and betting activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","DKNG,CZR,PENN","IGTI3,AMBP3,STBP3"
9311,Operation of sports facilities,,,93,Sports activities and amusement and recreation activities,931,Sports activities,9311,Operation of sports facilities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","MSGS,LUV,SIX","SBFG3,TFCO3,VIVA3"
9312,Activities of sports clubs,,,93,Sports activities and amusement and recreation activities,931,Sports activities,9312,Activities of sports clubs,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","MSGS,MANU,BATRA","BPAC11,BTOW3,VIVA3"
9319,Other sports activities,,,93,Sports activities and amusement and recreation activities,931,Sports activities,9319,Other sports activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","WWE,MSGS,LFG","NTCO3,ALPA4,SMFT3"
9321,Activities of amusement parks and theme parks,,,93,Sports activities and amusement and recreation activities,932,Amusement and recreation activities,9321,Activities of amusement parks and theme parks,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","SIX,FUN,SEAS","HYPE3,VIVA3,CVCB3"
9329,Other amusement and recreation activities,,,93,Sports activities and amusement and recreation activities,932,Amusement and recreation activities,9329,Other amusement and recreation activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","FUN,SIX,SEAS","SHOW3,AHEB3,ANIM3"
9411,Activities of business and employers membership organizations,,,94,Activities of membership organizations,941,"Activities of business, employers and professional membership organizations",9411,Activities of business and employers membership organizations,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","VIST,CRM,SAP","ITUB4,BBDC4,BBAS3"
9412,Activities of professional membership organizations,,,94,Activities of membership organizations,941,"Activities of business, employers and professional membership organizations",9412,Activities of professional membership organizations,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","ASAE,VSEC,ASGN","SMFT3,NTCO3,LREN3"
9420,Activities of trade unions,,,94,Activities of membership organizations,942,Activities of trade unions,9420,Activities of trade unions,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","ADM,BG,CTVA","SMFT3,NTCO3,LREN3"
9491,Activities of religious organizations,,,94,Activities of membership organizations,949,Activities of other membership organizations,9491,Activities of religious organizations,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","PRAY,TSN,SOCI","SMFT3,NTCO3,LREN3"
9492,Activities of political organizations,,,94,Activities of membership organizations,949,Activities of other membership organizations,9492,Activities of political organizations,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","NYT,DJT,FOXA","SMFT3,NTCO3,LREN3"
9499,Activities of other membership organizations n.e.c.,,,94,Activities of membership organizations,949,Activities of other membership organizations,9499,Activities of other membership organizations n.e.c.,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","BF,WW,ASGN","SMFT3,NTCO3,LREN3"
9510,Repair and maintenance of computers and communication equipment,,,95,"Repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles",951,Repair and maintenance of computers and communication equipment,9510,Repair and maintenance of computers and communication equipment,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","HPQ,DELL,AAPL","IGTI3,MULT3,ALOS3"
9521,Repair and maintenance of consumer electronics,,,95,"Repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles",952,Repair and maintenance of personal and household goods,9521,Repair and maintenance of consumer electronics,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","BBY,WHI,GE","WHRL3,POSI3,ALLD3"
9522,Repair and maintenance of household appliances and home and garden equipment,,,95,"Repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles",952,Repair and maintenance of personal and household goods,9522,Repair and maintenance of household appliances and home and garden equipment,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","WHR,NWL,HBB","WHRL3,POSI3,ALLD3"
9523,Repair and maintenance of footwear and leather goods,,,95,"Repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles",952,Repair and maintenance of personal and household goods,9523,Repair and maintenance of footwear and leather goods,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","WWW,DECK,SKX","LREN3,ARZZ3,CEAB3"
9524,Repair and maintenance of furniture and home furnishings,,,95,"Repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles",952,Repair and maintenance of personal and household goods,9524,Repair and maintenance of furniture and home furnishings,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","LZB,MLKN,HNI","AMER3,MGLU3,BHIA3"
9529,Repair and maintenance of other personal and household goods,,,95,"Repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles",952,Repair and maintenance of personal and household goods,9529,Repair and maintenance of other personal and household goods,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","BBY,WHR,HD","PETZ3,LJQQ3,SBFG3"
9531,Repair and maintenance of motor vehicles,,,95,"Repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles",953,Repair and maintenance of motor vehicles and motorcycles,9531,Repair and maintenance of motor vehicles,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","AZO,ORLY,AAP","VAMO3,MYPK3,RENT3"
9532,Repair and maintenance of motorcycles,,,95,"Repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles",953,Repair and maintenance of motor vehicles and motorcycles,9532,Repair and maintenance of motorcycles,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","HOG,CVNA,KMX","POMO4,MYPK3,RAPT4"
9540,"Intermediation service activities for repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles",,,95,"Repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles",954,"Intermediation service activities for repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles",9540,"Intermediation service activities for repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles",DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","AZO,ORLY,GPC","TUPY3,ROMI3,FRAS3"
9610,Washing and cleaning of textile and fur products,,,96,Personal service activities,961,Washing and cleaning of textile and fur products,9610,Washing and cleaning of textile and fur products,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","BF,CTAS,UNF","ELIS3,LAVV3,QUAL3"
9621,Hairdressing and barber activities,,,96,Personal service activities,962,"Hairdressing, beauty treatment, day spa and similar activities",9621,Hairdressing and barber activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","REG,RGS,ELF","ESPA3,LREN3,NTCO3"
9622,Beauty care and other beauty treatment activities,,,96,Personal service activities,962,"Hairdressing, beauty treatment, day spa and similar activities",9622,Beauty care and other beauty treatment activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","ULTA,EL,COTY","ESPA3,LREN3,NTCO3"
9623,"Day spa, sauna and steam bath activities",,,96,Personal service activities,962,"Hairdressing, beauty treatment, day spa and similar activities",9623,"Day spa, sauna and steam bath activities",DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","BFAM,EL,REGN","ESPA3,LREN3,NTCO3"
9630,Funeral and related activities,,,96,Personal service activities,963,Funeral and related activities,9630,Funeral and related activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","SCI,CSV,MATW","LUPA3,FLRY3,HAPV3"
9640,Intermediation service activities for personal services,,,96,Personal service activities,964,Intermediation service activities for personal services,9640,Intermediation service activities for personal services,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","HRB,SCI,BFAM","CVCB3,LWSA3,AMBP3"
9690,Other personal service activities n.e.c.,,,96,Personal service activities,969,Other personal service activities n.e.c.,9690,Other personal service activities n.e.c.,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","SCI,CSV,HI","LWSA3,SMFT3,ESPA3"
9700,Activities of households as employers of domestic personnel,,,97,Activities of households as employers of domestic personnel,970,Activities of households as employers of domestic personnel,9700,Activities of households as employers of domestic personnel,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","AMN,RGP,ASGN","LREN3,ARZZ3,ALPA4"
